date,home_team,away_team,home_score,away_score,tournament,home_elo_pre,away_elo_pre,home_elo_post,away_elo_post
2000-04-02,Palestine,Pakistan,2,0,AFC Asian Cup qualification,1488.44,1500.0,1499.7,1488.74
2000-04-02,Panama,Honduras,1,0,FIFA World Cup qualification,1528.96,1533.34,1539.94,1522.37
2000-04-02,Qatar,Kazakhstan,3,1,AFC Asian Cup qualification,1492.63,1536.68,1505.24,1524.08
2000-04-02,Syria,Iran,0,1,AFC Asian Cup qualification,1510.08,1522.34,1491.37,1541.05
2000-04-02,Trinidad and Tobago,Dominican Republic,3,0,FIFA World Cup qualification,1496.41,1538.45,1508.93,1525.93
2000-04-04,Palestine,Jordan,1,5,AFC Asian Cup qualification,1499.7,1459.74,1478.96,1480.48
2000-04-04,Malaysia,Taiwan,2,3,AFC Asian Cup qualification,1526.06,1479.04,1505.06,1500.04
2000-04-04,Bahrain,Iran,1,0,AFC Asian Cup qualification,1486.93,1541.05,1499.96,1528.02
2000-04-04,Qatar,Pakistan,5,0,AFC Asian Cup qualification,1505.24,1488.74,1515.39,1478.59
2000-04-04,Thailand,North Korea,5,3,AFC Asian Cup qualification,1495.22,1493.25,1505.94,1482.53
2000-04-04,Syria,Maldives,6,0,AFC Asian Cup qualification,1491.37,1450.12,1500.59,1440.91
2000-04-05,Myanmar,Mongolia,2,0,AFC Asian Cup qualification,1500.0,1489.2,1510.37,1478.83
2000-04-05,South Korea,Laos,9,0,AFC Asian Cup qualification,1520.09,1500.0,1530.1,1489.99
2000-04-06,Pakistan,Jordan,0,5,AFC Asian Cup qualification,1478.59,1480.48,1459.46,1499.6
2000-04-06,Thailand,Taiwan,1,0,AFC Asian Cup qualification,1505.94,1500.04,1516.5,1489.47
2000-04-06,Kazakhstan,Palestine,2,0,AFC Asian Cup qualification,1524.08,1478.96,1533.15,1469.89
2000-04-06,Malaysia,North Korea,1,4,AFC Asian Cup qualification,1505.06,1482.53,1484.98,1502.61
2000-04-07,Myanmar,Laos,4,0,AFC Asian Cup qualification,1510.37,1489.99,1520.37,1479.99
2000-04-07,Djibouti,DR Congo,1,1,FIFA World Cup qualification,1500.0,1480.86,1495.05,1485.81
2000-04-07,South Korea,Mongolia,6,0,AFC Asian Cup qualification,1530.1,1478.83,1538.95,1469.98
2000-04-07,Mauritania,Tunisia,1,2,FIFA World Cup qualification,1508.07,1515.71,1489.17,1534.61
2000-04-08,New Caledonia,Solomon Islands,4,2,Melanesia Cup,1500.0,1500.0,1510.8,1489.2
2000-04-08,Central African Republic,Zimbabwe,0,1,FIFA World Cup qualification,1500.0,1499.11,1480.76,1518.35
2000-04-08,Botswana,Zambia,0,1,FIFA World Cup qualification,1508.26,1494.36,1488.51,1514.11
2000-04-08,Fiji,Papua New Guinea,5,0,Melanesia Cup,1500.0,1500.0,1510.8,1489.2
2000-04-08,Madagascar,Gabon,2,0,FIFA World Cup qualification,1500.0,1486.76,1510.28,1476.48
2000-04-08,Malawi,Kenya,2,0,FIFA World Cup qualification,1513.8,1488.51,1523.61,1478.7
2000-04-08,Guinea-Bissau,Togo,0,0,FIFA World Cup qualification,1500.0,1505.79,1496.03,1509.76
2000-04-08,Pakistan,Kazakhstan,0,4,AFC Asian Cup qualification,1459.46,1533.15,1443.33,1549.29
2000-04-08,Qatar,Jordan,2,2,AFC Asian Cup qualification,1515.39,1499.6,1510.57,1504.43
2000-04-08,Seychelles,Namibia,1,1,FIFA World Cup qualification,1500.0,1511.21,1496.25,1514.96
2000-04-08,Tanzania,Ghana,0,1,FIFA World Cup qualification,1508.69,1478.76,1488.33,1499.12
2000-04-08,Thailand,Malaysia,3,2,AFC Asian Cup qualification,1516.5,1484.98,1526.08,1475.4
2000-04-08,Uganda,Guinea,4,4,FIFA World Cup qualification,1510.8,1500.0,1506.17,1504.63
2000-04-08,São Tomé and Príncipe,Sierra Leone,2,0,FIFA World Cup qualification,1500.0,1500.0,1510.8,1489.2
2000-04-09,South Korea,Myanmar,4,0,AFC Asian Cup qualification,1538.95,1520.37,1549.03,1510.3
2000-04-09,Benin,Senegal,1,1,FIFA World Cup qualification,1500.0,1496.98,1495.68,1501.3
2000-04-09,Cape Verde,Algeria,0,0,FIFA World Cup qualification,1500.0,1498.09,1495.72,1502.37
2000-04-09,Chad,Liberia,0,1,FIFA World Cup qualification,1500.0,1500.0,1480.8,1519.2
2000-04-09,Equatorial Guinea,Congo,1,3,FIFA World Cup qualification,1500.0,1483.49,1480.15,1503.34
2000-04-09,Eritrea,Nigeria,0,0,FIFA World Cup qualification,1500.0,1533.98,1497.18,1536.8
2000-04-09,Ethiopia,Burkina Faso,2,1,FIFA World Cup qualification,1510.8,1477.92,1520.33,1468.39
2000-04-09,Iran,Bahrain,3,0,AFC Asian Cup qualification,1528.02,1499.96,1537.73,1490.26
2000-04-09,Libya,Mali,3,0,FIFA World Cup qualification,1489.2,1500.0,1500.43,1488.77
2000-04-09,Laos,Mongolia,2,1,AFC Asian Cup qualification,1479.99,1469.98,1490.39,1459.57
2000-04-09,Gambia,Morocco,0,1,FIFA World Cup qualification,1491.93,1512.35,1473.56,1530.73
2000-04-09,Rwanda,Ivory Coast,2,2,FIFA World Cup qualification,1500.0,1515.71,1496.43,1519.28
2000-04-09,Sudan,Mozambique,1,0,FIFA World Cup qualification,1478.08,1500.0,1489.77,1488.32
2000-04-09,Eswatini,Angola,0,1,FIFA World Cup qualification,1479.26,1500.0,1460.9,1518.36
2000-04-09,Syria,Maldives,2,1,AFC Asian Cup qualification,1500.59,1440.91,1509.14,1432.35
2000-04-09,Egypt,Mauritius,2,0,FIFA World Cup qualification,1500.44,1500.0,1511.22,1489.22
2000-04-09,Lesotho,South Africa,0,2,FIFA World Cup qualification,1477.69,1518.74,1460.17,1536.26
2000-04-10,Fiji,New Caledonia,2,1,Melanesia Cup,1510.8,1510.8,1521.6,1500.0
2000-04-10,Solomon Islands,Vanuatu,2,1,Melanesia Cup,1489.2,1500.0,1500.43,1488.77
2000-04-11,Bahrain,Maldives,1,0,AFC Asian Cup qualification,1490.26,1432.35,1498.87,1423.74
2000-04-11,Fiji,Vanuatu,4,1,Melanesia Cup,1521.6,1488.77,1531.13,1479.24
2000-04-11,Iran,Syria,1,1,AFC Asian Cup qualification,1537.73,1509.14,1532.42,1514.45
2000-04-11,New Caledonia,Papua New Guinea,6,1,Melanesia Cup,1500.0,1489.2,1510.37,1478.83
2000-04-12,Ethiopia,DR Congo,1,2,Friendly,1520.33,1485.81,1499.79,1506.35
2000-04-13,Solomon Islands,Papua New Guinea,4,2,Melanesia Cup,1500.43,1478.83,1510.39,1468.88
2000-04-13,Vanuatu,New Caledonia,6,0,Melanesia Cup,1479.24,1510.37,1491.3,1498.31
2000-04-13,Bahrain,Syria,0,1,AFC Asian Cup qualification,1498.87,1514.45,1480.3,1533.03
2000-04-13,Iran,Maldives,3,0,AFC Asian Cup qualification,1532.42,1423.74,1539.35,1416.8
2000-04-15,Fiji,Solomon Islands,2,2,Melanesia Cup,1531.13,1510.39,1526.11,1515.4
2000-04-15,Malawi,Mozambique,2,1,COSAFA Cup,1523.61,1488.32,1533.05,1478.88
2000-04-15,Papua New Guinea,Vanuatu,1,4,Melanesia Cup,1468.88,1491.3,1450.58,1509.6
2000-04-16,Antigua and Barbuda,Bermuda,0,0,FIFA World Cup qualification,1494.22,1508.5,1490.59,1512.13
2000-04-16,Bahamas,Haiti,0,4,FIFA World Cup qualification,1516.75,1508.72,1497.23,1528.24
2000-04-16,Dominican Republic,Trinidad and Tobago,0,1,FIFA World Cup qualification,1525.93,1508.93,1506.06,1528.8
2000-04-16,Belize,El Salvador,1,3,FIFA World Cup qualification,1469.57,1532.93,1452.99,1549.51
2000-04-16,Uganda,Kenya,2,2,Friendly,1506.17,1478.7,1500.9,1483.97
2000-04-16,Nicaragua,Honduras,0,1,FIFA World Cup qualification,1462.01,1522.37,1445.31,1539.07
2000-04-16,Saint Vincent and the Grenadines,Saint Kitts and Nevis,1,0,FIFA World Cup qualification,1526.29,1495.74,1535.9,1486.13
2000-04-16,Suriname,Cuba,0,0,FIFA World Cup qualification,1496.15,1532.18,1493.41,1534.91
2000-04-16,Barbados,Aruba,4,0,FIFA World Cup qualification,1539.02,1495.16,1548.14,1486.04
2000-04-19,Cameroon,Somalia,3,0,FIFA World Cup qualification,1529.08,1500.0,1538.75,1490.33
2000-04-19,Mali,Burkina Faso,2,1,Friendly,1488.77,1468.39,1498.77,1458.39
2000-04-21,Algeria,Cape Verde,2,0,FIFA World Cup qualification,1502.37,1495.72,1512.9,1485.19
2000-04-22,Nigeria,Eritrea,4,0,FIFA World Cup qualification,1536.8,1497.18,1546.08,1487.91
2000-04-22,Gabon,Madagascar,1,0,FIFA World Cup qualification,1476.48,1510.28,1488.66,1498.1
2000-04-22,Kenya,Malawi,0,0,FIFA World Cup qualification,1483.97,1533.05,1481.78,1535.23
2000-04-22,Morocco,Gambia,2,0,FIFA World Cup qualification,1530.73,1473.56,1539.37,1464.91
2000-04-22,Namibia,Seychelles,3,0,FIFA World Cup qualification,1514.96,1496.25,1525.03,1486.18
2000-04-22,South Africa,Lesotho,1,0,FIFA World Cup qualification,1536.26,1460.17,1544.25,1452.18
2000-04-22,Saint Kitts and Nevis,Saint Vincent and the Grenadines,1,2,FIFA World Cup qualification,1486.13,1535.9,1468.97,1553.06
2000-04-22,Tunisia,Mauritania,3,0,FIFA World Cup qualification,1534.61,1489.17,1543.67,1480.11
2000-04-22,Zambia,Botswana,1,0,FIFA World Cup qualification,1514.11,1488.51,1523.91,1478.71
2000-04-22,Sierra Leone,São Tomé and Príncipe,4,0,FIFA World Cup qualification,1489.2,1510.8,1500.87,1499.13
2000-04-23,Egypt,Mauritius,4,2,FIFA World Cup qualification,1511.22,1489.22,1521.16,1479.28
2000-04-23,Angola,Eswatini,7,1,FIFA World Cup qualification,1518.36,1460.9,1527.0,1452.27
2000-04-23,Bermuda,Antigua and Barbuda,1,1,FIFA World Cup qualification,1512.13,1490.59,1507.09,1495.64
2000-04-23,Ghana,Tanzania,3,2,FIFA World Cup qualification,1499.12,1488.33,1509.49,1477.95
2000-04-23,Cameroon,Somalia,3,0,FIFA World Cup qualification,1538.75,1490.33,1547.7,1481.37
2000-04-23,Congo,Equatorial Guinea,2,1,FIFA World Cup qualification,1503.34,1480.15,1513.23,1470.26
2000-04-23,DR Congo,Djibouti,9,1,FIFA World Cup qualification,1506.35,1495.05,1516.7,1484.7
2000-04-23,Burkina Faso,Ethiopia,3,0,FIFA World Cup qualification,1458.39,1499.79,1470.89,1487.3
2000-04-23,Senegal,Benin,1,0,FIFA World Cup qualification,1501.3,1495.68,1511.88,1485.1
2000-04-23,Liberia,Chad,0,0,FIFA World Cup qualification,1519.2,1480.8,1513.52,1486.48
2000-04-23,Mali,Libya,3,1,FIFA World Cup qualification,1498.77,1500.43,1509.63,1489.57
2000-04-23,Mozambique,Sudan,2,1,FIFA World Cup qualification,1478.88,1489.77,1490.11,1478.53
2000-04-23,Zimbabwe,Central African Republic,3,1,FIFA World Cup qualification,1518.35,1480.76,1527.7,1471.41
2000-04-23,Togo,Guinea-Bissau,3,0,FIFA World Cup qualification,1509.76,1496.03,1520.02,1485.77
2000-04-23,Ivory Coast,Rwanda,2,0,FIFA World Cup qualification,1519.28,1496.43,1529.19,1486.52
2000-04-23,Guinea,Uganda,3,0,FIFA World Cup qualification,1504.63,1500.9,1515.28,1490.25
2000-04-25,Hong Kong,China PR,0,1,Friendly,1496.23,1540.79,1478.86,1558.16
2000-04-26,Brazil,Ecuador,3,2,FIFA World Cup qualification,1522.85,1493.37,1532.5,1483.71
2000-04-26,Armenia,Georgia,0,0,Friendly,1493.11,1519.41,1489.97,1522.55
2000-04-26,Austria,Croatia,1,2,Friendly,1485.17,1491.75,1466.23,1510.69
2000-04-26,Bolivia,Colombia,1,1,FIFA World Cup qualification,1502.68,1505.55,1498.59,1509.63
2000-04-26,Bulgaria,Ukraine,0,1,Friendly,1512.77,1500.0,1493.07,1519.7
2000-04-26,Andorra,Belarus,2,0,Friendly,1489.85,1489.28,1500.63,1478.51
2000-04-26,Czech Republic,Israel,4,1,Friendly,1519.18,1506.78,1529.49,1496.47
2000-04-26,Denmark,Sweden,0,1,Friendly,1489.37,1497.43,1470.49,1516.31
2000-04-26,France,Slovenia,3,2,Friendly,1529.16,1521.68,1539.66,1511.18
2000-04-26,Chile,Peru,1,1,FIFA World Cup qualification,1470.77,1514.36,1468.36,1516.78
2000-04-26,Republic of Ireland,Greece,0,1,Friendly,1511.62,1521.01,1492.79,1539.84
2000-04-26,South Korea,Japan,1,0,Friendly,1549.03,1526.95,1558.96,1517.01
2000-04-26,Italy,Portugal,2,0,Friendly,1500.32,1514.83,1511.7,1503.45
2000-04-26,Venezuela,Argentina,0,4,FIFA World Cup qualification,1484.84,1514.08,1466.83,1532.1
2000-04-26,Liechtenstein,Faroe Islands,0,1,Friendly,1500.0,1463.03,1479.37,1483.65
2000-04-26,Northern Ireland,Hungary,0,1,Friendly,1537.49,1475.76,1515.98,1497.28
2000-04-26,Luxembourg,Estonia,1,1,Friendly,1480.8,1469.96,1476.17,1474.59
2000-04-26,North Macedonia,Albania,1,0,Friendly,1471.24,1539.77,1484.88,1526.12
2000-04-26,Netherlands,Scotland,0,0,Friendly,1514.4,1481.21,1508.91,1486.7
2000-04-26,Norway,Belgium,0,2,Friendly,1522.81,1492.2,1502.42,1512.59
2000-04-26,Lithuania,Latvia,2,1,Baltic Cup,1498.04,1469.57,1507.73,1459.88
2000-04-26,Germany,Switzerland,1,1,Friendly,1493.68,1504.44,1489.91,1508.21
2000-04-26,Romania,Cyprus,2,0,Friendly,1485.77,1526.46,1498.23,1513.99
2000-04-26,Russia,United States,2,0,Friendly,1489.2,1524.54,1501.44,1512.3
2000-04-26,San Marino,Moldova,0,1,Friendly,1500.0,1500.16,1480.8,1519.36
2000-04-26,Poland,Finland,0,0,Friendly,1483.08,1529.74,1480.79,1532.03
2000-04-26,Paraguay,Uruguay,1,0,FIFA World Cup qualification,1489.35,1511.36,1501.04,1499.67
2000-04-29,Antigua and Barbuda,Dominica,3,2,Friendly,1495.64,1478.95,1505.78,1468.81
2000-04-29,British Virgin Islands,Sint Maarten,0,0,Friendly,1440.04,1500.0,1438.32,1501.72
2000-04-29,South Africa,Mauritius,3,0,COSAFA Cup,1544.25,1479.28,1552.62,1470.91
2000-04-30,British Virgin Islands,Antigua and Barbuda,1,1,Friendly,1438.32,1505.78,1436.92,1507.18
2000-04-30,Dominica,Sint Maarten,3,1,Friendly,1468.81,1501.72,1480.95,1489.58
2000-05-01,Maldives,Sri Lanka,1,1,Friendly,1416.8,1500.0,1416.07,1500.72
2000-05-01,Jersey,Guernsey,1,0,Muratti Vase,1519.2,1519.2,1530.0,1508.4
2000-05-02,Bangladesh,India,1,1,Friendly,1500.0,1500.0,1495.8,1504.2
2000-05-04,Cape Verde,Gambia,1,1,Amílcar Cabral Cup,1485.19,1464.91,1480.19,1469.91
2000-05-04,Maldives,Bangladesh,1,1,Friendly,1416.07,1495.8,1415.2,1496.67
2000-05-05,Guinea,Mali,3,1,Amílcar Cabral Cup,1515.28,1509.63,1525.85,1499.06
2000-05-05,Guinea-Bissau,Mauritania,1,0,Amílcar Cabral Cup,1485.77,1480.11,1496.35,1469.53
2000-05-05,India,Sri Lanka,0,1,Friendly,1504.2,1500.72,1484.86,1520.06
2000-05-06,Cape Verde,Sierra Leone,1,0,Amílcar Cabral Cup,1480.19,1500.87,1491.83,1489.24
2000-05-06,Gambia,Senegal,1,1,Amílcar Cabral Cup,1469.91,1511.88,1467.43,1514.36
2000-05-07,Cuba,Barbados,1,1,FIFA World Cup qualification,1534.91,1548.14,1531.24,1551.81
2000-05-07,El Salvador,Guatemala,1,1,FIFA World Cup qualification,1549.51,1486.6,1542.95,1493.16
2000-05-07,Antigua and Barbuda,Saint Vincent and the Grenadines,2,1,FIFA World Cup qualification,1507.18,1553.06,1519.86,1540.37
2000-05-07,Bangladesh,Sri Lanka,0,1,Friendly,1496.67,1520.06,1478.42,1538.32
2000-05-07,Trinidad and Tobago,Haiti,3,1,FIFA World Cup qualification,1528.8,1528.24,1539.57,1517.47
2000-05-07,Mali,Guinea-Bissau,3,2,Amílcar Cabral Cup,1499.06,1496.35,1509.75,1485.65
2000-05-07,Honduras,Panama,3,1,FIFA World Cup qualification,1539.07,1539.94,1549.9,1529.1
2000-05-07,Guinea,Mauritania,1,1,Amílcar Cabral Cup,1525.85,1469.53,1519.52,1475.86
2000-05-08,Cape Verde,Senegal,2,2,Amílcar Cabral Cup,1491.83,1514.36,1488.54,1517.65
2000-05-08,Gambia,Sierra Leone,2,2,Amílcar Cabral Cup,1467.43,1489.24,1464.11,1492.56
2000-05-08,Maldives,India,1,0,Friendly,1415.2,1484.86,1428.89,1471.17
2000-05-09,Guinea,Guinea-Bissau,2,1,Amílcar Cabral Cup,1519.52,1485.65,1529.02,1476.16
2000-05-09,Mali,Mauritania,2,2,Amílcar Cabral Cup,1509.75,1475.86,1504.24,1481.37
2000-05-10,Maldives,Sri Lanka,1,1,Friendly,1428.89,1538.32,1429.3,1537.91
2000-05-11,Cape Verde,Guinea,2,0,Amílcar Cabral Cup,1488.54,1529.02,1500.99,1516.56
2000-05-11,Senegal,Mali,2,2,Amílcar Cabral Cup,1517.65,1504.24,1512.92,1508.97
2000-05-13,Jordan,Lebanon,1,1,Friendly,1504.43,1510.22,1500.45,1514.19
2000-05-14,Cape Verde,Senegal,1,0,Amílcar Cabral Cup,1500.99,1512.92,1512.27,1501.65
2000-05-14,Guinea,Mali,2,0,Amílcar Cabral Cup,1516.56,1508.97,1527.06,1498.47
2000-05-14,Jamaica,Panama,0,1,Friendly,1500.92,1529.1,1482.87,1547.16
2000-05-14,Zimbabwe,Namibia,3,2,COSAFA Cup,1527.7,1525.03,1538.39,1514.34
2000-05-18,Thailand,Uzbekistan,2,0,Friendly,1526.08,1510.8,1536.28,1500.6
2000-05-19,Guatemala,Belize,0,0,FIFA World Cup qualification,1493.16,1452.99,1487.41,1458.74
2000-05-19,Haiti,Trinidad and Tobago,1,1,FIFA World Cup qualification,1517.47,1539.57,1514.16,1542.88
2000-05-20,Malawi,Angola,0,0,COSAFA Cup,1535.23,1527.0,1530.7,1531.52
2000-05-21,Saint Vincent and the Grenadines,Antigua and Barbuda,4,0,FIFA World Cup qualification,1540.37,1519.86,1550.37,1509.87
2000-05-21,Barbados,Cuba,1,1,FIFA World Cup qualification,1551.81,1531.24,1546.81,1536.25
2000-05-21,Lebanon,Saudi Arabia,0,0,Friendly,1514.19,1500.0,1509.43,1504.76
2000-05-21,Panama,Nicaragua,4,0,FIFA World Cup qualification,1547.16,1445.31,1554.31,1438.16
2000-05-23,Jordan,Kyrgyzstan,2,0,WAFF Championship,1500.45,1500.0,1511.23,1489.22
2000-05-23,Lebanon,Iraq,1,2,WAFF Championship,1509.43,1500.0,1489.86,1519.57
2000-05-23,Wales,Brazil,0,3,Friendly,1499.66,1532.5,1481.8,1550.37
2000-05-24,Syria,Palestine,1,0,WAFF Championship,1533.03,1469.89,1541.46,1461.46
2000-05-24,Iran,Kazakhstan,3,0,WAFF Championship,1539.35,1549.29,1550.55,1538.09
2000-05-24,Slovakia,Saudi Arabia,1,1,Friendly,1512.22,1504.76,1507.72,1509.26
2000-05-25,China PR,Serbia,0,2,Friendly,1558.16,1531.38,1537.92,1551.62
2000-05-25,Jordan,Iraq,0,0,WAFF Championship,1511.23,1519.57,1507.37,1523.44
2000-05-25,Kyrgyzstan,Lebanon,0,2,WAFF Championship,1489.22,1489.86,1470.04,1509.04
2000-05-26,Algeria,Burkina Faso,2,0,Friendly,1512.9,1470.89,1522.09,1461.7
2000-05-26,Kazakhstan,Syria,0,4,WAFF Championship,1538.09,1541.46,1519.02,1560.53
2000-05-26,Palestine,Iran,1,1,WAFF Championship,1461.46,1550.55,1460.99,1551.02
2000-05-27,Cuba,Haiti,0,1,Friendly,1536.25,1514.16,1516.18,1534.22
2000-05-27,Iraq,Kyrgyzstan,4,0,WAFF Championship,1523.44,1470.04,1532.22,1461.27
2000-05-27,England,Brazil,1,1,Friendly,1495.8,1550.37,1493.85,1552.32
2000-05-27,Canada,Trinidad and Tobago,1,0,Friendly,1568.3,1542.88,1578.11,1533.07
2000-05-27,Jamaica,Colombia,0,3,Friendly,1482.87,1509.63,1464.75,1527.75
2000-05-27,Norway,Slovakia,2,0,Friendly,1502.42,1507.72,1513.43,1496.71
2000-05-27,Jordan,Lebanon,0,0,WAFF Championship,1507.37,1509.04,1503.23,1513.17
2000-05-27,Netherlands,Romania,2,1,Friendly,1508.91,1498.23,1519.29,1487.86
2000-05-28,Croatia,France,0,2,Friendly,1510.69,1539.66,1492.67,1557.69
2000-05-28,Iran,Syria,1,0,WAFF Championship,1551.02,1560.53,1562.2,1549.35
2000-05-28,Kazakhstan,Palestine,3,2,WAFF Championship,1519.02,1460.99,1527.64,1452.37
2000-05-28,South Korea,Serbia,0,0,Friendly,1558.96,1551.62,1554.47,1556.11
2000-05-28,Macau,Hong Kong,0,1,Friendly,1472.59,1478.86,1453.64,1497.81
2000-05-28,Malta,South Africa,0,1,Friendly,1478.44,1552.62,1462.33,1568.73
2000-05-29,Cuba,Haiti,1,1,Friendly,1516.18,1534.22,1512.71,1537.7
2000-05-30,Canada,Honduras,2,1,Friendly,1578.11,1549.9,1587.81,1540.2
2000-05-30,Republic of Ireland,Scotland,1,2,Friendly,1492.79,1486.7,1473.35,1506.14
2000-05-30,South Korea,Serbia,0,0,Friendly,1554.47,1556.11,1550.33,1560.25
2000-05-31,England,Ukraine,2,0,Friendly,1493.85,1519.7,1505.69,1507.86
2000-05-31,Hungary,Saudi Arabia,2,2,Friendly,1497.28,1509.26,1493.56,1512.98
2000-05-31,Iraq,Syria,0,0,WAFF Championship,1532.22,1549.35,1528.71,1552.86
2000-05-31,Jordan,Iran,0,1,WAFF Championship,1503.23,1562.2,1486.47,1578.96
2000-05-31,Russia,Slovakia,1,1,Friendly,1501.44,1496.71,1497.05,1501.1
2000-05-31,Venezuela,Panama,3,1,Friendly,1466.83,1554.31,1481.29,1539.85
2000-06-01,Botswana,Mozambique,2,0,Friendly,1478.71,1490.11,1489.97,1478.86
2000-06-01,Eswatini,Lesotho,0,1,Friendly,1452.27,1452.18,1433.06,1471.39
2000-06-02,Jordan,Iraq,1,4,WAFF Championship,1486.47,1528.71,1469.0,1546.18
2000-06-02,Iran,Syria,1,0,WAFF Championship,1578.96,1552.86,1588.75,1543.08
2000-06-02,Lesotho,Mozambique,0,0,Friendly,1471.39,1478.86,1467.48,1482.76
2000-06-02,Portugal,Wales,3,0,Friendly,1503.45,1481.8,1513.4,1471.84
2000-06-02,Eswatini,Botswana,0,0,Friendly,1433.06,1489.97,1431.21,1491.82
2000-06-02,Singapore,Qatar,1,5,Friendly,1523.38,1510.57,1503.68,1530.27
2000-06-03,Malta,England,1,2,Friendly,1462.33,1505.69,1444.9,1523.12
2000-06-03,Denmark,Belgium,2,2,Friendly,1470.49,1512.59,1468.01,1515.06
2000-06-03,Germany,Czech Republic,3,2,Friendly,1489.91,1529.49,1502.33,1517.07
2000-06-03,Honduras,Haiti,4,0,FIFA World Cup qualification,1540.2,1537.7,1550.9,1527.0
2000-06-03,Hungary,Israel,2,1,Friendly,1493.56,1496.47,1504.47,1485.56
2000-06-03,Latvia,Finland,1,0,Friendly,1459.88,1532.03,1473.68,1518.23
2000-06-03,Algeria,Guinea,4,0,Friendly,1522.09,1527.06,1533.09,1516.06
2000-06-03,United States,South Africa,4,0,USA Cup,1512.3,1568.73,1525.43,1555.6
2000-06-03,Paraguay,Ecuador,3,1,FIFA World Cup qualification,1501.04,1483.71,1511.16,1473.59
2000-06-03,Romania,Greece,2,1,Friendly,1487.86,1539.84,1500.8,1526.9
2000-06-03,Slovenia,Saudi Arabia,2,0,Friendly,1511.18,1512.98,1522.05,1502.11
2000-06-03,Sweden,Spain,1,1,Friendly,1516.31,1525.22,1512.46,1529.07
2000-06-03,Uruguay,Chile,2,1,FIFA World Cup qualification,1499.67,1468.36,1509.26,1458.77
2000-06-03,Norway,Italy,1,0,Friendly,1513.43,1511.7,1524.16,1500.97
2000-06-04,France,Japan,2,2,King Hassan II Tournament,1557.69,1517.01,1551.92,1522.77
2000-06-04,Argentina,Bolivia,1,0,FIFA World Cup qualification,1532.1,1498.59,1541.6,1489.08
2000-06-04,Azerbaijan,Georgia,0,0,Friendly,1484.45,1522.55,1481.8,1525.19
2000-06-04,Botswana,Lesotho,1,1,Friendly,1491.82,1467.48,1486.67,1472.63
2000-06-04,Colombia,Venezuela,3,0,FIFA World Cup qualification,1527.75,1481.29,1536.78,1472.26
2000-06-04,Cuba,Canada,0,1,FIFA World Cup qualification,1512.71,1587.81,1496.64,1603.88
2000-06-04,Estonia,Belarus,2,0,Friendly,1474.59,1478.51,1485.55,1467.55
2000-06-04,Benin,Togo,1,2,Friendly,1485.1,1520.02,1467.33,1537.79
2000-06-04,Mexico,Republic of Ireland,2,2,USA Cup,1494.21,1473.35,1489.2,1478.37
2000-06-04,Moldova,Russia,0,1,Friendly,1519.36,1497.05,1499.28,1517.13
2000-06-04,Morocco,Jamaica,1,0,King Hassan II Tournament,1539.37,1464.75,1547.41,1456.71
2000-06-04,Netherlands,Poland,3,1,Friendly,1519.29,1480.79,1528.61,1471.48
2000-06-04,Peru,Brazil,0,1,FIFA World Cup qualification,1516.78,1552.32,1499.03,1570.07
2000-06-04,Senegal,Zambia,0,0,Friendly,1501.65,1523.91,1498.34,1527.21
2000-06-04,Eswatini,Mozambique,1,1,Friendly,1431.21,1482.76,1429.13,1484.84
2000-06-04,Nigeria,Malawi,3,2,Friendly,1546.08,1530.7,1556.27,1520.51
2000-06-06,Morocco,France,1,5,King Hassan II Tournament,1547.41,1551.92,1528.39,1570.95
2000-06-06,Senegal,Zambia,0,0,Friendly,1498.34,1527.21,1495.32,1530.24
2000-06-06,Jamaica,Japan,0,4,King Hassan II Tournament,1456.71,1522.77,1440.25,1539.23
2000-06-06,United States,Republic of Ireland,1,1,USA Cup,1525.43,1478.37,1519.43,1484.36
2000-06-06,Nigeria,Malawi,4,1,Friendly,1556.27,1520.51,1565.69,1511.09
2000-06-07,Germany,Liechtenstein,8,2,Friendly,1502.33,1479.37,1512.23,1469.47
2000-06-07,Iran,Egypt,1,1,Friendly,1588.75,1521.16,1582.02,1527.88
2000-06-07,South Korea,North Macedonia,2,1,Friendly,1550.33,1484.88,1558.68,1476.53
2000-06-07,Luxembourg,Spain,0,1,Friendly,1476.17,1529.07,1459.15,1546.09
2000-06-07,Mexico,South Africa,4,2,USA Cup,1489.2,1555.6,1502.75,1542.05
2000-06-08,Tonga,Cook Islands,1,2,Oceania Nations Cup qualification,1500.0,1500.0,1480.8,1519.2
2000-06-09,Egypt,South Korea,0,1,Friendly,1527.88,1558.68,1509.93,1576.63
2000-06-09,Iran,North Macedonia,3,1,Friendly,1582.02,1476.53,1589.06,1469.5
2000-06-09,Australia,Paraguay,0,0,Friendly,1489.4,1511.16,1486.07,1514.48
2000-06-10,Belgium,Sweden,2,1,UEFA Euro,1515.06,1512.46,1525.76,1501.77
